Dataset,Model_Name,Batch_Size,Window_Size,Fold,Accuracy_Train,Accuracy_Validation,Accuracy_Test,Accuracy_Test_Full_Train
SWAT,XCM-Seq,32,20,1,0.9917289220917823,0.9770666666666666,0.9477333333333333,0.9397333333333333
SWAT,XCM-Seq,32,20,2,0.9914643905041345,0.9834578441835645,0.9434666666666667,0.9397333333333333
SWAT,XCM-Seq,32,20,3,0.9834622566017605,0.9685165421558164,0.9578666666666666,0.9397333333333333
