Dataset,Model_Name,Batch_Size,Window_Size,Fold,precison_Train,precison_Validation,precison_Test,precison_Test_Full_Train
PCA_SWAT,XCM,32,2,1,0.9834558823529411,0.9448275862068966,0.875,0.05428091773922775
PCA_SWAT,XCM,32,2,2,1.0,1.0,0.0,0.05428091773922775
PCA_SWAT,XCM,32,2,3,0.8401697312588402,0.8448275862068966,0.200836820083682,0.05428091773922775
PCA_SWAT,XCM,32,2,4,0.16259578544061304,0.15954415954415954,0.052375809935205186,0.05428091773922775
PCA_SWAT,XCM,32,2,5,0.9117199391171994,0.8648648648648649,0.11275415896487985,0.05428091773922775
